student_id,age,gender,major,year,region
623,19,Male,Mathematics,4,Madhya Pradesh
624,23,Male,Environmental Science,3,Kerala
625,21,Female,Computer Science,3,Maharashtra
626,20,Male,Chemistry,2,Uttar Pradesh
627,25,Female,Physics,1,Kerala
628,19,Male,Civil Engineering,4,Kerala
629,20,Female,Mathematics,2,Gujarat
630,22,Female,Biology,1,West Bengal
631,21,Male,Electrical Engineering,3,Rajasthan
632,23,Female,Civil Engineering,2,West Bengal
633,24,Male,Electrical Engineering,2,Gujarat
634,20,Male,Environmental Science,2,Madhya Pradesh
635,18,Male,Biology,4,Tamil Nadu
636,22,Female,Physics,2,West Bengal
637,18,Female,Environmental Science,4,Tamil Nadu
638,25,Female,Civil Engineering,1,Delhi
639,22,Male,Mathematics,4,Kerala
640,21,Female,Biology,3,Uttar Pradesh
641,25,Female,Chemistry,4,West Bengal
642,19,Male,Chemistry,4,Maharashtra
643,23,Male,Mechanical Engineering,4,Kerala
644,21,Female,Biology,1,Uttar Pradesh
645,24,Female,Biology,1,Kerala
646,23,Female,Economics,2,West Bengal
647,25,Female,Environmental Science,3,West Bengal
648,20,Male,Economics,1,Madhya Pradesh
649,22,Female,Economics,4,Madhya Pradesh
650,18,Male,Chemistry,2,Kerala
651,23,Female,Physics,3,West Bengal
652,20,Male,Electrical Engineering,3,Maharashtra
653,18,Female,Biology,1,West Bengal
654,21,Male,Electrical Engineering,4,Rajasthan
655,21,Female,Mechanical Engineering,1,Uttar Pradesh
656,18,Male,Biology,2,Kerala
657,20,Female,Electrical Engineering,4,Uttar Pradesh
658,18,Male,Biology,4,West Bengal
659,21,Female,Mathematics,4,Rajasthan
660,23,Male,Environmental Science,2,Karnataka
661,25,Female,Chemistry,4,Madhya Pradesh
662,20,Male,Economics,1,Rajasthan
663,23,Female,Economics,3,Delhi
664,21,Male,Economics,1,Karnataka
665,23,Male,Civil Engineering,1,Kerala
666,21,Male,Economics,1,Delhi
667,22,Male,Economics,1,Uttar Pradesh
668,24,Male,Computer Science,3,Delhi
669,18,Male,Mathematics,2,Gujarat
670,18,Female,Chemistry,2,Karnataka
671,25,Male,Electrical Engineering,3,Delhi
672,18,Male,Environmental Science,1,West Bengal
673,20,Female,Physics,2,Karnataka
674,18,Female,Economics,4,Delhi
675,20,Female,Mathematics,3,Tamil Nadu
676,18,Female,Physics,4,Madhya Pradesh
677,24,Female,Mechanical Engineering,1,Uttar Pradesh
678,24,Female,Electrical Engineering,2,Karnataka
679,25,Male,Mathematics,4,Delhi
680,19,Female,Biology,4,Gujarat
681,23,Male,Electrical Engineering,2,West Bengal
682,25,Male,Biology,2,Tamil Nadu
683,24,Male,Biology,3,Madhya Pradesh
684,23,Male,Chemistry,4,Gujarat
685,24,Male,Physics,4,Gujarat
686,24,Female,Mathematics,3,Delhi
687,22,Male,Electrical Engineering,3,West Bengal
688,19,Female,Mathematics,1,Karnataka
689,22,Female,Economics,4,Gujarat
690,25,Female,Civil Engineering,4,Madhya Pradesh
691,25,Female,Electrical Engineering,3,Karnataka
692,22,Female,Physics,4,Rajasthan
693,20,Male,Economics,1,Uttar Pradesh
694,21,Female,Chemistry,3,Rajasthan
695,21,Male,Environmental Science,2,Maharashtra
696,19,Female,Computer Science,1,Tamil Nadu
697,18,Female,Chemistry,2,Madhya Pradesh
698,19,Male,Chemistry,2,Maharashtra
699,20,Female,Physics,1,Tamil Nadu
700,20,Male,Physics,1,Karnataka
701,21,Female,Biology,3,Madhya Pradesh
702,18,Female,Computer Science,3,Uttar Pradesh
703,18,Female,Environmental Science,2,West Bengal
704,22,Male,Chemistry,3,Kerala
705,20,Male,Physics,2,Tamil Nadu
706,24,Male,Physics,1,Madhya Pradesh
707,24,Male,Economics,4,Karnataka
708,22,Male,Environmental Science,3,Maharashtra
709,20,Male,Civil Engineering,3,Gujarat
710,18,Female,Civil Engineering,1,Tamil Nadu
711,25,Female,Physics,2,West Bengal
712,23,Female,Mechanical Engineering,1,Maharashtra
713,20,Female,Environmental Science,4,Kerala
714,20,Female,Electrical Engineering,2,West Bengal
715,22,Male,Computer Science,2,Maharashtra
716,18,Female,Civil Engineering,1,Madhya Pradesh
717,21,Male,Environmental Science,4,Gujarat
718,22,Male,Computer Science,4,Kerala
719,19,Female,Environmental Science,4,Kerala
720,21,Female,Environmental Science,2,Maharashtra
721,23,Female,Biology,1,Delhi
722,21,Male,Electrical Engineering,4,Maharashtra
723,19,Male,Chemistry,4,Karnataka
724,22,Male,Mathematics,1,Delhi
725,20,Male,Environmental Science,1,Madhya Pradesh
726,20,Female,Computer Science,4,Tamil Nadu
727,20,Female,Chemistry,1,Tamil Nadu
728,20,Male,Mathematics,3,Rajasthan
729,22,Female,Biology,3,Delhi
730,24,Female,Mechanical Engineering,2,Kerala
731,20,Male,Chemistry,3,Gujarat
732,22,Male,Computer Science,1,West Bengal
733,22,Female,Computer Science,3,Madhya Pradesh
734,23,Male,Economics,2,Delhi
735,23,Male,Economics,1,Karnataka
736,25,Male,Mathematics,4,Delhi
737,19,Female,Computer Science,4,Tamil Nadu
738,20,Male,Environmental Science,2,Uttar Pradesh
739,22,Female,Electrical Engineering,4,Rajasthan
740,18,Female,Environmental Science,4,Delhi
741,22,Male,Environmental Science,4,Maharashtra
742,21,Male,Physics,4,Kerala
743,20,Female,Physics,1,Delhi
744,21,Female,Civil Engineering,3,Maharashtra
745,22,Male,Electrical Engineering,1,Maharashtra
746,22,Male,Computer Science,2,West Bengal
747,24,Female,Mathematics,3,Rajasthan
748,21,Male,Biology,2,Kerala
749,19,Male,Chemistry,2,Kerala
750,25,Female,Physics,3,Kerala
751,25,Female,Mathematics,2,Delhi
752,25,Female,Economics,1,Maharashtra
753,19,Female,Economics,4,Maharashtra
754,19,Male,Environmental Science,2,Karnataka
755,24,Male,Chemistry,3,West Bengal
756,18,Male,Physics,2,Tamil Nadu
757,23,Female,Economics,2,Delhi
758,19,Female,Mechanical Engineering,4,Uttar Pradesh
759,19,Female,Mechanical Engineering,1,Delhi
760,19,Male,Electrical Engineering,4,Gujarat
761,20,Male,Mechanical Engineering,2,West Bengal
762,19,Female,Environmental Science,2,Kerala
763,23,Male,Electrical Engineering,4,West Bengal
764,22,Male,Computer Science,3,West Bengal
765,19,Male,Biology,1,West Bengal
766,25,Male,Physics,4,West Bengal
767,21,Female,Biology,2,Uttar Pradesh
768,18,Male,Civil Engineering,2,Delhi
769,25,Female,Physics,3,Maharashtra
770,22,Male,Mechanical Engineering,3,Delhi
771,24,Male,Electrical Engineering,3,West Bengal
772,25,Female,Computer Science,4,Delhi
773,21,Male,Computer Science,4,Kerala
774,18,Male,Chemistry,4,Gujarat
775,18,Male,Chemistry,4,West Bengal
776,18,Female,Electrical Engineering,4,West Bengal
777,24,Female,Biology,1,Gujarat
778,22,Female,Economics,3,Karnataka
779,21,Male,Electrical Engineering,2,Tamil Nadu
780,21,Female,Electrical Engineering,2,Rajasthan
781,22,Female,Civil Engineering,4,Kerala
782,23,Female,Civil Engineering,4,Rajasthan
783,22,Female,Environmental Science,1,Uttar Pradesh
784,24,Male,Economics,2,Delhi
785,20,Male,Physics,4,Rajasthan
786,18,Male,Electrical Engineering,3,Tamil Nadu
787,18,Male,Mechanical Engineering,1,Tamil Nadu
788,20,Female,Physics,4,West Bengal
789,21,Male,Computer Science,4,West Bengal
790,19,Male,Civil Engineering,1,Delhi
791,18,Male,Chemistry,3,Kerala
792,19,Male,Electrical Engineering,2,Rajasthan
793,25,Male,Environmental Science,4,Tamil Nadu
794,24,Male,Chemistry,3,Kerala
795,19,Male,Electrical Engineering,3,Delhi
796,25,Male,Civil Engineering,1,Madhya Pradesh
797,18,Male,Mechanical Engineering,4,Delhi
798,25,Female,Chemistry,1,Gujarat
799,25,Female,Biology,4,Madhya Pradesh
800,25,Male,Mechanical Engineering,2,Rajasthan
801,21,Female,Chemistry,3,Delhi
802,25,Male,Electrical Engineering,3,Tamil Nadu
803,20,Male,Mathematics,2,Rajasthan
804,20,Female,Mathematics,1,Gujarat
805,22,Male,Mechanical Engineering,2,Delhi
806,19,Male,Biology,4,Karnataka
807,18,Male,Economics,1,Madhya Pradesh
808,20,Male,Mechanical Engineering,3,Maharashtra
809,23,Male,Chemistry,4,Uttar Pradesh
810,23,Male,Electrical Engineering,1,Maharashtra
811,22,Female,Computer Science,4,Gujarat
812,24,Male,Electrical Engineering,3,Gujarat
813,19,Female,Environmental Science,3,West Bengal
814,23,Male,Biology,4,Tamil Nadu
815,22,Female,Electrical Engineering,3,Karnataka
816,21,Female,Mechanical Engineering,4,West Bengal
817,24,Male,Mechanical Engineering,4,Gujarat
818,24,Male,Mechanical Engineering,4,Madhya Pradesh
819,22,Female,Computer Science,4,Delhi
820,21,Male,Physics,4,Karnataka
821,19,Male,Environmental Science,3,Uttar Pradesh
822,25,Male,Electrical Engineering,1,Kerala
823,20,Male,Chemistry,2,Kerala
824,19,Male,Chemistry,2,Madhya Pradesh
825,22,Female,Physics,3,Karnataka
826,24,Male,Civil Engineering,4,Kerala
827,20,Female,Electrical Engineering,3,West Bengal
828,21,Male,Environmental Science,4,Gujarat
829,18,Male,Chemistry,2,Gujarat
830,20,Female,Civil Engineering,4,Gujarat
831,25,Female,Environmental Science,1,Rajasthan
832,22,Female,Mechanical Engineering,2,Kerala
833,20,Male,Economics,4,West Bengal
834,24,Female,Economics,2,Rajasthan
835,22,Male,Mathematics,1,Uttar Pradesh
836,19,Male,Mathematics,3,Gujarat
837,24,Male,Economics,2,Maharashtra
838,24,Male,Physics,2,West Bengal
839,22,Female,Economics,1,Maharashtra
840,18,Male,Electrical Engineering,2,Kerala
841,25,Male,Mechanical Engineering,1,Gujarat
842,18,Male,Physics,4,Delhi
843,22,Male,Mathematics,4,Tamil Nadu
844,21,Male,Computer Science,1,Delhi
845,19,Female,Civil Engineering,3,Rajasthan
846,25,Female,Civil Engineering,2,West Bengal
847,22,Female,Mathematics,4,West Bengal
848,20,Female,Economics,2,Rajasthan
849,19,Female,Mechanical Engineering,2,Uttar Pradesh
850,21,Female,Computer Science,2,Uttar Pradesh
851,18,Male,Biology,2,Uttar Pradesh
852,19,Male,Computer Science,4,Maharashtra
853,19,Male,Computer Science,4,Delhi
854,24,Female,Computer Science,2,Karnataka
855,23,Female,Biology,3,Rajasthan
856,20,Female,Chemistry,2,Gujarat
857,19,Female,Computer Science,1,Tamil Nadu
858,21,Male,Chemistry,3,Delhi
859,19,Male,Physics,4,Gujarat
860,22,Female,Electrical Engineering,2,Rajasthan
861,18,Female,Economics,3,Gujarat
862,23,Female,Electrical Engineering,4,Karnataka
863,24,Male,Environmental Science,2,West Bengal
864,24,Female,Computer Science,3,Kerala
865,21,Male,Computer Science,3,Kerala
866,23,Male,Electrical Engineering,4,Madhya Pradesh
867,22,Female,Chemistry,2,Gujarat
868,18,Male,Civil Engineering,2,Kerala
869,18,Female,Mathematics,2,Maharashtra
870,25,Male,Electrical Engineering,2,Tamil Nadu
871,21,Male,Mechanical Engineering,2,Madhya Pradesh
872,19,Male,Economics,1,Gujarat
873,21,Female,Biology,2,Karnataka
874,22,Male,Mathematics,3,West Bengal
875,20,Female,Mathematics,3,Tamil Nadu
876,20,Male,Chemistry,1,Uttar Pradesh
877,24,Male,Economics,2,Maharashtra
878,20,Male,Electrical Engineering,3,West Bengal
879,19,Female,Computer Science,1,Gujarat
880,22,Female,Civil Engineering,3,Maharashtra
881,20,Female,Civil Engineering,1,Madhya Pradesh
882,19,Male,Computer Science,2,Kerala
883,18,Male,Biology,2,Tamil Nadu
884,20,Male,Biology,4,West Bengal
885,21,Female,Civil Engineering,3,Gujarat
886,18,Male,Physics,3,Uttar Pradesh
887,18,Female,Environmental Science,4,Rajasthan
888,22,Male,Civil Engineering,2,Rajasthan
889,22,Male,Computer Science,3,Rajasthan
890,24,Male,Chemistry,1,Rajasthan
891,23,Male,Physics,4,Rajasthan
892,25,Male,Electrical Engineering,2,Delhi
893,25,Female,Economics,2,Uttar Pradesh
894,21,Female,Civil Engineering,2,Kerala
895,21,Female,Computer Science,2,Maharashtra
896,25,Female,Computer Science,1,Madhya Pradesh
897,19,Male,Computer Science,4,Uttar Pradesh
898,20,Male,Mechanical Engineering,1,Kerala
899,19,Female,Computer Science,4,Rajasthan
900,22,Male,Mechanical Engineering,2,Delhi
901,19,Female,Computer Science,2,Kerala
902,24,Female,Economics,1,Tamil Nadu
903,24,Male,Biology,2,Madhya Pradesh
904,21,Male,Computer Science,4,Madhya Pradesh
905,21,Male,Mechanical Engineering,1,Maharashtra
906,25,Male,Economics,1,Kerala
907,22,Male,Civil Engineering,2,Uttar Pradesh
908,20,Male,Chemistry,2,Madhya Pradesh
909,24,Male,Mathematics,4,West Bengal
910,21,Female,Physics,1,Gujarat
911,21,Female,Physics,1,Kerala
912,22,Female,Chemistry,1,Rajasthan
913,20,Female,Economics,1,Karnataka
914,24,Male,Physics,4,Kerala
915,19,Male,Mathematics,1,Uttar Pradesh
916,21,Male,Computer Science,3,Kerala
917,20,Male,Mathematics,2,West Bengal
918,25,Male,Computer Science,4,Gujarat
919,23,Female,Economics,1,Kerala
920,18,Female,Computer Science,3,Maharashtra
921,20,Female,Biology,4,West Bengal
922,21,Male,Biology,2,Maharashtra
923,25,Male,Chemistry,1,Gujarat
924,21,Female,Economics,1,Uttar Pradesh
925,23,Female,Environmental Science,1,West Bengal
926,25,Male,Mechanical Engineering,3,Delhi
927,18,Female,Biology,1,West Bengal
928,23,Female,Mathematics,2,Delhi
929,22,Female,Mechanical Engineering,2,Rajasthan
930,24,Male,Chemistry,4,Kerala
931,24,Female,Electrical Engineering,1,Madhya Pradesh
932,21,Male,Biology,1,West Bengal
933,22,Male,Mathematics,2,Madhya Pradesh
934,23,Female,Physics,3,Tamil Nadu
935,21,Male,Chemistry,1,Delhi
936,19,Male,Environmental Science,1,Maharashtra
937,22,Male,Civil Engineering,4,Tamil Nadu
938,25,Male,Biology,1,Kerala
939,20,Male,Economics,3,West Bengal
940,25,Female,Economics,3,West Bengal
941,24,Female,Civil Engineering,4,Madhya Pradesh
942,20,Female,Mathematics,3,Maharashtra
943,24,Female,Civil Engineering,2,West Bengal
944,19,Male,Economics,4,Delhi
945,24,Male,Biology,3,Karnataka
946,22,Female,Economics,1,Delhi
947,24,Female,Environmental Science,4,Kerala
948,21,Male,Computer Science,4,Maharashtra
949,25,Female,Economics,4,Karnataka
950,22,Male,Economics,3,Delhi
951,22,Female,Computer Science,1,Rajasthan
952,19,Male,Mathematics,3,Delhi
953,25,Male,Computer Science,4,Kerala
954,20,Male,Computer Science,2,Karnataka
955,23,Female,Economics,1,Tamil Nadu
956,21,Male,Chemistry,3,Kerala
957,24,Male,Mechanical Engineering,3,West Bengal
958,18,Male,Civil Engineering,2,West Bengal
959,22,Female,Mechanical Engineering,3,Karnataka
960,24,Male,Civil Engineering,3,Uttar Pradesh
961,18,Female,Environmental Science,3,Gujarat
962,22,Male,Economics,4,Kerala
963,23,Female,Electrical Engineering,4,Kerala
964,21,Female,Computer Science,1,Rajasthan
965,19,Male,Environmental Science,4,Kerala
966,21,Male,Mathematics,2,Maharashtra
967,20,Female,Biology,3,Gujarat
968,18,Male,Biology,2,Maharashtra
969,20,Male,Mathematics,1,Gujarat
970,20,Female,Civil Engineering,1,Delhi
971,18,Male,Electrical Engineering,2,Karnataka
972,23,Female,Civil Engineering,1,Delhi
973,20,Female,Computer Science,1,Gujarat
974,22,Female,Mathematics,3,Maharashtra
975,23,Female,Environmental Science,1,Madhya Pradesh
976,19,Male,Economics,1,Maharashtra
977,18,Male,Physics,4,Uttar Pradesh
978,22,Male,Biology,1,Uttar Pradesh
979,25,Female,Biology,4,Tamil Nadu
980,22,Female,Biology,2,West Bengal
981,24,Male,Economics,4,Maharashtra
982,22,Female,Physics,2,Tamil Nadu
983,24,Female,Environmental Science,4,Maharashtra
984,24,Male,Mathematics,3,Maharashtra
985,22,Male,Physics,3,Gujarat
986,20,Male,Computer Science,4,Madhya Pradesh
987,23,Female,Environmental Science,2,Maharashtra
988,24,Female,Environmental Science,1,Delhi
989,22,Male,Economics,1,Karnataka
990,23,Male,Chemistry,1,Delhi
991,24,Female,Civil Engineering,3,West Bengal
992,25,Male,Mathematics,1,Kerala
993,24,Male,Mechanical Engineering,1,Delhi
994,22,Female,Biology,1,Rajasthan
995,21,Female,Mathematics,1,West Bengal
996,25,Male,Civil Engineering,4,Kerala
997,22,Male,Physics,3,Karnataka
998,19,Male,Biology,4,Maharashtra
999,22,Female,Mechanical Engineering,1,Kerala
1000,24,Female,Economics,1,West Bengal
